L,N,sample,delta,model,sharp_tail,abel_tail,richardson_tail_k1,m_eff,scaled_cutoff_tau,clean_mode_count,born_mean_formula,born_variance_formula
8,64,49,0.625,exact,0.0011397603752269826,0.0013969539616943735,0.0014952470616140712,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,49,0.625,born,0.0012266243642173953,0.0010403634113608454,0.001246113798113179,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,49,1.25,exact,0.00494586094310343,0.004156336824491138,0.003560977833077,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,49,1.25,born,0.003802664636388127,0.0033515009485162064,0.003061065581257185,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,50,0.625,exact,0.0005747519166127401,0.0008564470334524004,0.0011514949897149128,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,50,0.625,born,0.0001863133885800097,0.0006608686481893482,0.0010477541589228683,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,50,1.25,exact,0.0019362635872637582,0.0034171764988637165,0.002932496572065226,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,50,1.25,born,0.0016321784455507347,0.0031949141706340647,0.0027941903745254616,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,51,0.625,exact,0.0013730905875298733,0.0010389180269585734,0.001196758576828008,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,51,0.625,born,0.001268398580914967,0.0009592928741139849,0.0010763093394928543,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,51,1.25,exact,0.003744880637162119,0.0031396768176571305,0.0029025647376060043,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,51,1.25,born,0.0037818608096217505,0.002739161039736112,0.00259148062573516,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,52,0.625,exact,0.003953620625193954,0.001994615184038604,0.0017542828423884515,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,52,0.625,born,0.003172298414546405,0.0015784140802983634,0.0014966960446156164,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,52,1.25,exact,0.005865868559397079,0.004271842114845076,0.0037033194615975653,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,52,1.25,born,0.004675521581113291,0.0036467217617840203,0.003297275957742325,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,53,0.625,exact,0.00409679912313974,0.002036707543295598,0.0018996800700177888,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,53,0.625,born,0.0035055527699729833,0.001788802651075651,0.0016732579533697129,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,53,1.25,exact,0.005169023994532008,0.004859544774602815,0.004108739089133275,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,53,1.25,born,0.005151278502347508,0.0042704004667083375,0.0036545064876003608,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,54,0.625,exact,0.0020247487035886277,0.001000069239645535,0.0013146336209006561,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,54,0.625,born,0.0019564898172845305,0.0009359387529267563,0.0011999722275701362,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,54,1.25,exact,0.0022344870492773386,0.003291072880314579,0.003240547956781971,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,54,1.25,born,0.0024125403382353407,0.002879368406059391,0.00293508365243531,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,55,0.625,exact,0.005799293142285268,0.0030474767377770082,0.0024880529761612817,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,55,0.625,born,0.006065539089129965,0.002877506567581324,0.0023410934098723316,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,55,1.25,exact,0.00819463133924397,0.006134455087380544,0.004970790955937448,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,55,1.25,born,0.008608008760600581,0.005830318223101232,0.004737744329625093,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,56,0.625,exact,0.0038123650397082704,0.002300547855664848,0.0021193871537080896,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,56,0.625,born,0.0029447343442737025,0.001837822802706659,0.001745539301107829,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,56,1.25,exact,0.0077759631730410115,0.005526374414988398,0.00465600084710615,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,56,1.25,born,0.006741647741408502,0.004509820879467585,0.003901930223691761,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,57,0.625,exact,0.003276831744596978,0.0022864555209401063,0.002241817171112775,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,57,0.625,born,0.0023180998422922096,0.0016312222982297119,0.001746867849973598,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,57,1.25,exact,0.006962834467809488,0.0059429332209631576,0.005023204850700445,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,57,1.25,born,0.005754459848976191,0.004675964899255687,0.004105708232781187,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,58,0.625,exact,0.001176058832923438,0.0008620569096091235,0.0010453272943924145,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,58,0.625,born,0.0009824603282079251,0.0006374984323277003,0.0008549825098943542,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,58,1.25,exact,0.002037025712115927,0.0026308586922334657,0.0025536623545204936,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,58,1.25,born,0.0016458397325867524,0.0021049101430301444,0.0021651490364664734,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,59,0.625,exact,0.002600691943092035,0.00138484064285097,0.00149184466621402,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,59,0.625,born,0.003036338747239716,0.0014075347050470977,0.0014608593896244509,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,59,1.25,exact,0.003113407082557218,0.0038154379384405177,0.0034187559983405694,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,59,1.25,born,0.003396916256323087,0.0036638492958328927,0.0033074244804340244,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,60,0.625,exact,0.0011038624871549949,0.0012369515886536465,0.0014396286283937403,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,60,0.625,born,0.0013651640139771925,0.0010368997949243863,0.0012262058247922093,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,60,1.25,exact,0.0027531554689044545,0.004252781945346169,0.0035174300031783888,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,60,1.25,born,0.002755191935171912,0.003447882288728276,0.0029835557607844326,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,61,0.625,exact,0.006173187132139226,0.0035867259024929096,0.0031371151545795907,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,61,0.625,born,0.004750209767967577,0.002753316208925115,0.0024896647300694957,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,61,1.25,exact,0.008101838907651348,0.00808239504748558,0.006505741818678866,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,61,1.25,born,0.008364157396240711,0.006647559586091639,0.005410846788325992,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,62,0.625,exact,0.0022327662835069694,0.0018012349754071917,0.001882147590818681,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,62,0.625,born,0.0019838961419289133,0.0013189448792743131,0.001490804734400867,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,62,1.25,exact,0.004934980643270751,0.0050643698981877126,0.004344511122590526,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,62,1.25,born,0.004008699550723589,0.003954183154692505,0.0035650122453981404,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,63,0.625,exact,0.005793813487696898,0.0032197063237094925,0.002635723932846197,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,63,0.625,born,0.00517430768376851,0.002818170927589274,0.0023308834178420628,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,63,1.25,exact,0.0105237706723831,0.006761173643382815,0.005375424979244081,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,63,1.25,born,0.009811233889723025,0.005990275071932342,0.0048209109985842555,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,64,0.625,exact,0.00010930546319361642,0.00047475279454321106,0.0008037170958881386,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,64,0.625,born,1.0003458588320948e-06,0.0003497216237963204,0.0006860493570285827,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,64,1.25,exact,0.0015503782505150805,0.002273820512004432,0.0021792257989603474,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,64,1.25,born,0.001263802000955963,0.0018929608485813956,0.0019151667748480543,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,65,0.625,exact,0.0012950813176478217,0.0011474735563169161,0.0012370345326851928,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,65,0.625,born,0.001136617351978081,0.0009805735864353298,0.0011044850371522686,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,65,1.25,exact,0.0037783354687928373,0.0033441240550774413,0.0029501509557982716,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,65,1.25,born,0.003695282298931897,0.0029338123744906456,0.002672865243948101,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,66,0.625,exact,0.0035636008409215677,0.0016130590152138653,0.001611392099418167,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,66,0.625,born,0.0020200436571464983,0.0010379076007317938,0.001240399000543022,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,66,1.25,exact,0.004370918783829373,0.004029848608804926,0.0036186284463802067,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,66,1.25,born,0.00250700806300233,0.003138737222364198,0.0029755230091300976,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,67,0.625,exact,0.0029711989796811144,0.0018838019942297713,0.001892641238478173,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,67,0.625,born,0.0026004231319333125,0.0015363612729552218,0.0016404957765784277,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,67,1.25,exact,0.005374066652112349,0.00504904628856678,0.004300555827287261,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,67,1.25,born,0.0045900361979761585,0.004305086084681459,0.003819100349935964,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,68,0.625,exact,0.0010292976347160885,0.0008753715997188672,0.0011045630604962708,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,68,0.625,born,0.0009178674662537319,0.0007244872075304324,0.0009870680140408395,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,68,1.25,exact,0.0020954512444708653,0.0029280170631491562,0.0027533090149257865,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,68,1.25,born,0.0021450641280022654,0.0025386235371763007,0.00251853657592214,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,69,0.625,exact,0.0021290161936704014,0.0013635267798880696,0.001405736934051742,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,69,0.625,born,0.0025516752291545935,0.0012624559346373124,0.0012843767117672797,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,69,1.25,exact,0.0033481465258630464,0.003668746763804316,0.003193294343729034,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,69,1.25,born,0.003454810333938094,0.0032223867519571682,0.002903423718819292,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,70,0.625,exact,0.00047730994041580505,0.0006632128916747883,0.0008734635162468672,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,70,0.625,born,0.0005937276759294164,0.0005914471189047332,0.0007766958574894169,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,70,1.25,exact,0.002195071380088131,0.0023563032036648637,0.0022187984772790827,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,70,1.25,born,0.0021162939241919105,0.002068146922603842,0.0019734414820247355,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,71,0.625,exact,0.0027560163868837165,0.0018641573417178163,0.001936849684924845,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,71,0.625,born,0.002294125519748013,0.0016380890357973637,0.0017449203348671991,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,71,1.25,exact,0.005975913904270689,0.005184372778217024,0.004458501287170152,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,71,1.25,born,0.005915807550671574,0.0046939324928595896,0.004093092135356841,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,72,0.625,exact,8.758495709002982e-05,0.0009161493349330279,0.0010903721299726286,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,72,0.625,born,0.000919091435104436,0.0007698201349027007,0.0009883080130970237,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,72,1.25,exact,0.0032597390259327674,0.0030319861959081915,0.002690972560944833,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,72,1.25,born,0.0021138667658394407,0.002699930627322004,0.0024777352271935483,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,73,0.625,exact,0.006500965928540123,0.0031402825782660612,0.0027172222418165143,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,73,0.625,born,0.005438289265001169,0.002513148197003068,0.0022567835205102773,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,73,1.25,exact,0.007215267729491515,0.006606464284351699,0.005544782112184012,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,73,1.25,born,0.006553541926132175,0.005651521935607168,0.004793465887459251,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,74,0.625,exact,0.00047953126876218097,0.0007323287439203293,0.0009432045642044758,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,74,0.625,born,0.0005354810712479798,0.0005674494518898075,0.0007689820519187462,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,74,1.25,exact,0.002311329359329737,0.0024856663890878133,0.0023849172351172857,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,74,1.25,born,0.00218593808369677,0.0019507234791292403,0.001980311514087009,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,75,0.625,exact,0.0013591428000967896,0.0011200416223791057,0.001192249623574607,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,75,0.625,born,0.0016451223850333205,0.000977481530924293,0.0010820369538988702,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,75,1.25,exact,0.0037461902075828584,0.003103642983176066,0.0028028875549969716,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,75,1.25,born,0.003012159025494055,0.002715565919557059,0.00256446505295041,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,76,0.625,exact,0.001986211284635077,0.0014507521522271116,0.0015941147119081193,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,76,0.625,born,0.002622596598774041,0.0016007265853726453,0.001617079831337188,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,76,1.25,exact,0.004133646830132684,0.00440227638576712,0.003787205560120055,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,76,1.25,born,0.004832467854661649,0.0042680439258033775,0.0037016087433824904,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,77,0.625,exact,0.004067028243299742,0.0021838349610143895,0.002128979338104509,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,77,0.625,born,0.003798573628349543,0.0018658582427482074,0.0018976833454236904,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,77,1.25,exact,0.005087425254541578,0.00556183473149359,0.004672671917159173,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,77,1.25,born,0.004576448419708842,0.004953637978865324,0.0042714487012838805,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,78,0.625,exact,0.0025338491650320647,0.0017264496408264426,0.0017524460751190498,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,78,0.625,born,0.003666972660867679,0.0018270695104479723,0.0017758960851433337,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,78,1.25,exact,0.005041311680318966,0.004753878662430636,0.004024155053262726,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,78,1.25,born,0.004995709839462904,0.004491961149476339,0.003940406716219261,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,79,0.625,exact,0.004012943285687236,0.00201896058715975,0.0019192392579841639,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,79,0.625,born,0.00587155290077723,0.002657774975083691,0.0023064481222723108,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,79,1.25,exact,0.005071145049939388,0.004671846387866052,0.00416621467472016,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,79,1.25,born,0.0074725582958446585,0.0055911439320105285,0.004815370336803953,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,80,0.625,exact,0.0016939125957197907,0.0014030654336624072,0.0017757478492385463,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,80,0.625,born,0.000664666664988945,0.0007495329068502519,0.0013105384388113431,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,80,1.25,exact,0.0028726596492460546,0.004795142916134916,0.004395205526567484,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,80,1.25,born,0.0018336634282249131,0.0035562902101193834,0.0035329669489783454,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,81,0.625,exact,0.00356102036345952,0.0020447758950381738,0.001924614635191893,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,81,0.625,born,0.0035094604596558766,0.0019481701110655378,0.0018075301775861562,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,81,1.25,exact,0.00492881701899505,0.004953507708801732,0.0042112594757148895,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,81,1.25,born,0.00591781545655805,0.004671695163742057,0.003967853578183919,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,82,0.625,exact,0.0039638511815579406,0.0021909087224806527,0.001984313036864857,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,82,0.625,born,0.003813227510380845,0.002023053061322509,0.0018464676559568265,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,82,1.25,exact,0.006281984058485525,0.004932256512054182,0.00421989442228314,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,82,1.25,born,0.006512172535700632,0.004692475223173034,0.004003111564651121,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,83,0.625,exact,0.0016169970909587098,0.0016120299745855512,0.0016178030186587272,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,83,0.625,born,0.0011854063634028338,0.0011109824083504452,0.0012393311399702858,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,83,1.25,exact,0.0059396644591104535,0.004330803139190724,0.0037449365638115278,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,83,1.25,born,0.00468353271662838,0.0032866439304643134,0.0029993713394836905,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,84,0.625,exact,0.009767203922517887,0.004674035360356385,0.00390423704519575,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,84,0.625,born,0.008168606810675492,0.003670259425302762,0.003155155542949362,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,84,1.25,exact,0.010949392986974123,0.009592963795527917,0.007816332373148755,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,84,1.25,born,0.009682486940709398,0.007872672885153456,0.006528575097457664,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,85,0.625,exact,0.00029819268962660953,0.0002758595411599705,0.0005088562751229935,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,85,0.625,born,0.0003943175689445819,0.0003517215700235638,0.0005752990203967862,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,85,1.25,exact,0.0008492679417274917,0.0012253667483363752,0.0013836779782098328,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,85,1.25,born,0.0012143924737584746,0.0014320623879473522,0.0015310115234944792,80.0,80.0,8,0.00421875,6.3404846191406345e-06
8,64,86,0.625,exact,0.0012090932133157776,0.0010326632241895652,0.0011988722447203288,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,86,0.625,born,0.001434910587519077,0.0010346245348825769,0.0012200796694908389,40.0,40.0,4,0.002109375,4.366035461425789e-06
8,64,86,1.25,exact,0.003637223633264841,0.0032035615306342034,0.002908644241963624,80.0,80.0,8,0.00421875,6.3404846191406345e-06
