L,N,sample,delta,model,sharp_tail,abel_tail,richardson_tail_k1,m_eff,scaled_cutoff_tau,clean_mode_count,born_mean_formula,born_variance_formula
16,256,18,0.625,born,0.0029141570041478016,0.002292787832693989,0.002160779752746707,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,18,1.25,exact,0.006238309471394885,0.005917138548815427,0.004880977393133133,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,18,1.25,born,0.0055273844673495035,0.005187395318580497,0.004390179859039459,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,19,0.15625,exact,0.0018288072706263948,0.0007924570291230493,0.0006583006899116501,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,19,0.15625,born,0.001800076131920038,0.0007672622985432147,0.0006288295881081202,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,19,0.3125,exact,0.0023086753386811084,0.0015248289295072054,0.0013669809118068907,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,19,0.3125,born,0.0023011468569731526,0.0014698164901254301,0.0012977719210015837,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,19,0.625,exact,0.002712497078924066,0.0026839027153565094,0.002573279255900888,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,19,0.625,born,0.002619264701866485,0.0025256496606549605,0.0024176149533630706,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,19,1.25,exact,0.004558218826817933,0.005197196158215014,0.004668900473220454,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,19,1.25,born,0.004716931869082707,0.004744313336063373,0.004345455800556987,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,20,0.15625,exact,8.823579681367746e-05,0.00012709917117570166,0.00019566652773397622,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,20,0.15625,born,0.00011140384266306638,0.00010338248785729011,0.00016399571867888643,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,20,0.3125,exact,0.0005545207314000469,0.00040335907920564334,0.0005428129511291286,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,20,0.3125,born,0.00044906668183399803,0.0003181360897009943,0.0004584054728042112,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,20,0.625,exact,0.0009802901254985332,0.001121619522594441,0.0013841198281879634,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,20,0.625,born,0.0008367117866800282,0.0008999306524307778,0.001191221306089379,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,20,1.25,exact,0.0018188552207704229,0.0034326187915229562,0.0032535744865243256,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,20,1.25,born,0.0016620571552476743,0.0029127822259684775,0.002873097970776351,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,21,0.15625,exact,6.506558857270254e-05,0.00010855937644244823,0.0001783532129304636,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,21,0.15625,born,4.109337521250283e-05,9.202682944729182e-05,0.00016273438604604422,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,21,0.3125,exact,0.00048601218194141427,0.00036948061866914846,0.0005001817354468131,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,21,0.3125,born,0.0004914330836514429,0.00033430768931249955,0.00046549159186473307,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,21,0.625,exact,0.0007897302996577539,0.0010913079510142597,0.0012801701564964685,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,21,0.625,born,0.0006798359232989215,0.0010177704223876811,0.001209538342236248,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,21,1.25,exact,0.0022947858342198453,0.0032146288846326837,0.0029891272323310314,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,21,1.25,born,0.0021494235940992383,0.003028233382722549,0.0028555184074146953,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,22,0.15625,exact,2.4734860435023707e-05,5.338790126161463e-05,0.00014903434482633492,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,22,0.15625,born,5.923526370884227e-05,5.137796731196026e-05,0.00012650348517246273,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,22,0.3125,exact,0.00020736786876363703,0.00026566643437222326,0.0004530610846159205,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,22,0.3125,born,0.00018362658842233342,0.0002186857626888656,0.0003781863443398068,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,22,0.625,exact,0.0006013460401802609,0.001073219385832227,0.0012386751366187364,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,22,0.625,born,0.00043547712912530927,0.0008456323975147502,0.0010335719279352968,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,22,1.25,exact,0.0021945690698551984,0.003371521018674801,0.0029879080067899202,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,22,1.25,born,0.002183173041677681,0.0026998287959478905,0.0025302370215667157,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,23,0.15625,exact,0.00046296403973942205,0.0002701935258260366,0.0003345588560062418,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,23,0.15625,born,0.00045510864739210224,0.0002673096234091666,0.0003057485602097431,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,23,0.3125,exact,0.0008634959164949417,0.0006970906351962961,0.0008448073402254422,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,23,0.3125,born,0.0010440926384771773,0.0006545584663411715,0.0007602624045587219,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,23,0.625,exact,0.0011404068587088246,0.0018649689399955977,0.00198837830865373,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,23,0.625,born,0.0011391385558889612,0.0015952074751599643,0.0017603316006257728,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,23,1.25,exact,0.003658852696077919,0.005012810384729723,0.004349868416909259,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,23,1.25,born,0.0032183943754754626,0.004256364212753198,0.003840449366506495,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,24,0.15625,exact,0.00012446256595213386,0.00022630445039603552,0.0002874031161076438,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,24,0.15625,born,0.00011861925079505978,0.00017961466888994306,0.0002472788401799022,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,24,0.3125,exact,0.0010861799977402592,0.0006862333943664996,0.0007500379504324058,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,24,0.3125,born,0.00093137828146475,0.0005918605486099279,0.0006593441267349041,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,24,0.625,exact,0.001144872777280793,0.0017354176778829767,0.0017566679860418735,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,24,0.625,born,0.00103338504452573,0.0015413105137505503,0.0015748504235536635,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,24,1.25,exact,0.003106330493487377,0.004337434248130871,0.0037449782476330147,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,24,1.25,born,0.002979986986305265,0.0038640513344147228,0.0034091400285638724,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,25,0.15625,exact,0.0005148617014084211,0.00030020820420694166,0.00035003271540526255,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,25,0.15625,born,0.000494983830702813,0.00026466118275615913,0.00030941843954722956,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,25,0.3125,exact,0.0009453399483929378,0.0007827540870076536,0.0008590564212468589,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,25,0.3125,born,0.0009035134700204788,0.0006987551672046013,0.000763730169627237,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,25,0.625,exact,0.001041454271079382,0.001959711570011201,0.001944615852458346,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,25,0.625,born,0.000954732802006125,0.0017236173072127533,0.0017366159224516855,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,25,1.25,exact,0.0047337977825846825,0.004690619738319442,0.004080968693475846,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,25,1.25,born,0.004223419533716658,0.004089763891595399,0.0036724751185728648,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,26,0.15625,exact,0.00014098941484076203,0.00029918195955651674,0.0003666528720130551,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,26,0.15625,born,0.00016384640793260194,0.00028537118287061755,0.0003396071088563945,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,26,0.3125,exact,0.0014960432120426901,0.0009122437722777219,0.0009452881903520812,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,26,0.3125,born,0.001605458543205143,0.0008682336412283066,0.0008697823329569285,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,26,0.625,exact,0.0015436569678942557,0.002237627673270622,0.0021691438805634174,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,26,0.625,born,0.0016198402312338318,0.002043442582257262,0.00197463236985846,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,26,1.25,exact,0.004529235618021298,0.005199107746735455,0.004513422398274244,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,26,1.25,born,0.004367574562044484,0.004576040104492957,0.004075243834619108,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,27,0.15625,exact,5.51759705510451e-05,0.0001431494008180216,0.0003037321551482528,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,27,0.15625,born,7.707966577396254e-05,0.00011462233114542117,0.00026367465472446327,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,27,0.3125,exact,0.00043316796154289374,0.0007223915481671227,0.0008703804609662707,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,27,0.3125,born,0.00032556354003977544,0.0006014359418651642,0.0007646604601167678,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,27,0.625,exact,0.0017915551479887157,0.002372115792410946,0.0021832498000405333,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,27,0.625,born,0.0019512839533616492,0.002065060864928845,0.0019505353868267401,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,27,1.25,exact,0.008167487763228901,0.005748328898123067,0.00474559045410283,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,27,1.25,born,0.007888536778376592,0.005156657522127445,0.004320816924842208,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,28,0.15625,exact,0.0016544434279844875,0.0007819534861812144,0.0006773246252463524,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,28,0.15625,born,0.0015289557080644643,0.0006804863746305605,0.0005807072290567115,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,28,0.3125,exact,0.0022766856549213234,0.0015496526709785539,0.0014332543894025657,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,28,0.3125,born,0.0021643297653613797,0.0013379329120359158,0.0012349080729446476,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,28,0.625,exact,0.0027030535446401546,0.002909138451560646,0.0027728879492834512,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,28,0.625,born,0.002360315664516595,0.0024473499410935387,0.002395624237930557,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,28,1.25,exact,0.005183420968649784,0.005837254801240226,0.005146311048912482,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,28,1.25,born,0.004406998429695525,0.0049456276198438405,0.004488434169912965,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,29,0.15625,exact,5.022695508349456e-05,0.00020946657012506562,0.00026001313520632337,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,29,0.15625,born,4.416578045983994e-05,0.00014866487243522295,0.00020201417157543328,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,29,0.3125,exact,0.0011837994478711511,0.0006410109093113101,0.0006816347658186856,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,29,0.3125,born,0.0008823214032427238,0.00047634774195285713,0.0005445233480864408,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,29,0.625,exact,0.001579822427647063,0.0015849491617017561,0.001589168065901165,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,29,0.625,born,0.0012575661588325531,0.0012422499440485327,0.001315007671143194,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,29,1.25,exact,0.003193082955283361,0.0038096737401072545,0.0033712836259365137,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,29,1.25,born,0.0027184190181761022,0.0031811380919318233,0.0028961931250335183,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,30,0.15625,exact,0.001639618918938307,0.0007802293720941176,0.0006717611339966406,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,30,0.15625,born,0.0016257198859646823,0.0007706763809440361,0.0006511165211516076,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,30,0.3125,exact,0.0024216336090020613,0.0016329522732076878,0.0014372623055511043,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,30,0.3125,born,0.002513022940125872,0.001589508899943989,0.0013783648407268217,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,30,0.625,exact,0.0035810771001293135,0.0029750915790373238,0.002757164233821093,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,30,0.625,born,0.0035080438617797337,0.0028098031436395096,0.0026090605210154555,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,30,1.25,exact,0.005207083646392639,0.005632701985535867,0.004996347684194294,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,30,1.25,born,0.004755443149152593,0.005170842742073829,0.004679562432330619,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,31,0.15625,exact,0.0007985092744853957,0.0004181116599633614,0.0004087264374178427,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,31,0.15625,born,0.0007687697134057712,0.0003843647576797125,0.0003822380653317001,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,31,0.3125,exact,0.001258542228393716,0.0009331363591463209,0.0009333348648584322,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,31,0.3125,born,0.0012165100692998682,0.0008869180496243891,0.0008858156244597549,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,31,0.625,exact,0.0020983200368670848,0.00193246692772549,0.001971997829494279,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,31,0.625,born,0.00229597762173713,0.00184501924373835,0.0018913846624730426,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,31,1.25,exact,0.0034360021828097834,0.004382837335202402,0.003979203484954133,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,31,1.25,born,0.0036877286963044177,0.004173951352047856,0.0038448854926981324,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,32,0.15625,exact,0.0004935801223483101,0.0002819964641029881,0.0003108946823836548,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,32,0.15625,born,0.00020280846794264035,0.00016632201511728202,0.00021854335020768522,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,32,0.3125,exact,0.0008687628157795968,0.0006925851151609784,0.0007492263682984722,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,32,0.3125,born,0.0007335301813552333,0.00048047559044326363,0.0005742000483227654,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,32,0.625,exact,0.001143954575023425,0.00159354015317568,0.0016800610637737311,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,32,0.625,born,0.0008844013391629113,0.0012248286821546156,0.0013886247298426741,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,32,1.25,exact,0.0029875379358392773,0.0038890165908747353,0.0035609885842150402,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,32,1.25,born,0.0024296551034014985,0.003306743358802042,0.0031241420272032387,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,33,0.15625,exact,0.0008698376496731659,0.00046657593809782294,0.0004543239503353101,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,33,0.15625,born,0.001171084573916068,0.0005142725199383393,0.00046183979450238713,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,33,0.3125,exact,0.0014104774725260155,0.0010276626249424007,0.0010285738815729276,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,33,0.3125,born,0.0015257473905581828,0.0010544440900382111,0.0010091158027352733,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,33,0.625,exact,0.002154073831705093,0.002177444485656753,0.002156267967735754,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,33,0.625,born,0.0022711169881085205,0.0020207804047150386,0.0020325458805594662,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,33,1.25,exact,0.004280821231366612,0.004777132796569206,0.004306686022891475,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,33,1.25,born,0.004360901768375942,0.00424110929407604,0.003962065695425847,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,34,0.15625,exact,0.0002107279589651878,0.0002251770809289845,0.00027779185968214817,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,34,0.15625,born,0.00020995201694270604,0.00019378576317481797,0.0002420520648388436,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,34,0.3125,exact,0.000987081932164041,0.0006544427036472509,0.0007131576392924478,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,34,0.3125,born,0.0008852029689132249,0.0005724239565407694,0.0006253013378150073,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,34,0.625,exact,0.0011948564036417034,0.0015986039150166903,0.0016620195728307787,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,34,0.625,born,0.0011479199130347408,0.001372551491657436,0.0014690680318976506,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,34,1.25,exact,0.0032812246747983167,0.003914847266222551,0.0035749774668679376,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,34,1.25,born,0.0030394396005649694,0.003362872527944776,0.0032018607776025613,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,35,0.15625,exact,0.0005536172534741149,0.0003090356546655023,0.00035168327778252505,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,35,0.15625,born,0.0006120956939493502,0.0002774461776036607,0.0003098502303945832,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,35,0.3125,exact,0.0009836754272501192,0.0007306113956121041,0.0008583285101879266,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,35,0.3125,born,0.0008636883553209957,0.0006242004693282218,0.0007533418408773732,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,35,0.625,exact,0.001215108232646303,0.0018607394998151965,0.0019639176149088117,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,35,0.625,born,0.0010037139299054927,0.0015795095236618736,0.001730873708843476,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,35,1.25,exact,0.0037608469684545127,0.0048738641474126276,0.004222077257379116,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,35,1.25,born,0.0031533905739317214,0.00424135096129756,0.0037750366326031234,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,36,0.15625,exact,0.0003808581394966146,0.000251901186005544,0.00027354031241852444,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,36,0.15625,born,0.00043931674107292073,0.00023519633539910485,0.0002509939562898635,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,36,0.3125,exact,0.0009735242820138859,0.000611484649067724,0.000663890941453091,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,36,0.3125,born,0.0008645678133840143,0.0005489589523350293,0.0006039815660413482,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,36,0.625,exact,0.0010760484692000742,0.001426853420448723,0.0014882884302204462,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,36,0.625,born,0.0008659294760053461,0.0012658361783765728,0.0013528059761088683,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,36,1.25,exact,0.00238700309228465,0.0035338600723410153,0.0031370776883928703,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,36,1.25,born,0.0024139424182388854,0.0031559975666340862,0.00287673360906486,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,37,0.15625,exact,0.0003964526615425539,0.0002470065454835844,0.0002863590449315862,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,37,0.15625,born,0.000398331204378035,0.00022177659693675073,0.000263179016791548,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,37,0.3125,exact,0.0008318455006528856,0.0005907595332923434,0.0007075323309661294,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,37,0.3125,born,0.0007962912046086569,0.0005494355278883613,0.0006614329400914998,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,37,0.625,exact,0.0010023159128433718,0.0015209799837963595,0.0016379721012700734,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,37,0.625,born,0.0011635067581378664,0.0014028594607281293,0.0015511277667145092,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,37,1.25,exact,0.0026528274211803466,0.004113148278281456,0.003557774579202469,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,37,1.25,born,0.0024554449032592658,0.003875835101609183,0.0034091097733136683,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,38,0.15625,exact,0.0002938285275127685,0.000498583281396108,0.00048697875927264676,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,38,0.15625,born,0.00010996809508384367,0.0003467857166024574,0.0003767192510217814,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,38,0.3125,exact,0.002774375922745767,0.001321766174817555,0.0011621095886289526,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,38,0.3125,born,0.0021560674632581764,0.0010109451070991122,0.000945100390530582,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,38,0.625,exact,0.0028095257298556037,0.0026596287348067045,0.0024161984511378615,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,38,0.625,born,0.002189025903354655,0.0021928888259221996,0.0020748934388008953,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,38,1.25,exact,0.00541090434850906,0.005199817413271785,0.00457343174751326,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,38,1.25,born,0.004675568318319533,0.00464996115633209,0.00414085098891258,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,39,0.15625,exact,0.00033733913172273664,0.00018909671030107315,0.00027912575676041987,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,39,0.15625,born,0.00028688856433266535,0.00015242797798078225,0.00023474460036431553,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,39,0.3125,exact,0.000599989703041966,0.0005333914080927431,0.0007435372069472255,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,39,0.3125,born,0.0004905527077346423,0.00043980655074980215,0.0006360199921381131,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,39,0.625,exact,0.0006944850439501698,0.0016908396647386773,0.0018479329378557248,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,39,0.625,born,0.0007215093245774131,0.0013925792704883584,0.001610616240328168,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,39,1.25,exact,0.00406786466492923,0.00486465253040585,0.004207012091400597,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,39,1.25,born,0.0036407670815359673,0.004200316407492994,0.003747142752197521,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,40,0.15625,exact,0.0007430838350351217,0.000356006935438399,0.00032325793576148715,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,40,0.15625,born,0.0005863703423169254,0.0002945538529433729,0.000269657164159159,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,40,0.3125,exact,0.00110220983729288,0.0007176142482216632,0.0007095834512969185,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,40,0.3125,born,0.0010510546537383055,0.0006156498322861206,0.0006050543794813201,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,40,0.625,exact,0.0012522605656969017,0.0013944735871676212,0.0014504515690500967,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,40,0.625,born,0.0011286480581026226,0.001161080369596382,0.0012587180447020626,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,40,1.25,exact,0.002287744703149462,0.0030815882741127482,0.0028903405470071227,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,40,1.25,born,0.0019401073303878626,0.002594840562583747,0.002560087484317293,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,41,0.15625,exact,8.075741880243697e-05,0.0002816136833568277,0.0003144712568505932,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,41,0.15625,born,6.577886490149559e-05,0.00021316165507402203,0.0002571079596561091,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,41,0.3125,exact,0.0015729435868733633,0.0008066391000999319,0.0007990462714934458,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,41,0.3125,born,0.0012823175946619176,0.0006424826855881281,0.0006716372026805558,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,41,0.625,exact,0.0020358873192952206,0.0017726627979706164,0.001802296824136723,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,41,0.625,born,0.001625682337996169,0.0014739013799543073,0.001566432173815136,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,41,1.25,exact,0.0029685047671769646,0.004091465450381398,0.0037455654807334953,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,41,1.25,born,0.0026165131600989727,0.0035936422224635426,0.0033692417182855203,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,42,0.15625,exact,0.00037498313331313913,0.0002458639984476955,0.0003142689596920615,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,42,0.15625,born,0.0005682361204719466,0.00028080233355501366,0.00031434888537575773,40.0,40.0,4,0.00052734375,2.767878770828269e-07
16,256,42,0.3125,exact,0.000872246236730446,0.0006754724629426364,0.0008019144334472006,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,42,0.3125,born,0.0009283277300375776,0.0006842477547258429,0.00076350030046747,80.0,80.0,8,0.0010546875,4.11922931671145e-07
16,256,42,0.625,exact,0.0009106168475071617,0.001864054620524593,0.0018858433053293463,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,42,0.625,born,0.0009581852510755475,0.00167342155828908,0.0017242523572420269,160.0,160.0,12,0.00158203125,6.834965944290187e-07
16,256,42,1.25,exact,0.003408694519246656,0.004751304438467097,0.004072596607285822,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
16,256,42,1.25,born,0.0036709207332583007,0.004096417096503291,0.003657284582715634,320.0,320.0,28,0.0036914062500000002,1.4225478445300714e-06
