sample,components,mean_threshold,variance_threshold,variance_to_mean_squared
400,8,2.951348214338325,18.522830795434658,2.126505224889371
401,8,1.90866255873537,15.878351013298435,4.358600756512958
402,3,2.449963059368705,7.990366398526416,1.3312132208926268
403,6,2.0501749464585255,7.61862189152654,1.8125691173359046
404,7,1.6489748317732056,7.680153025603996,2.8245015616851696
405,7,1.6889037623111598,8.455411500001533,2.964319029349981
406,8,0.44813181009991965,0.5681460824639788,2.8291011202400047
407,3,1.0693652149411983,2.517700955125833,2.201669056973853
408,8,1.3081593542739216,5.409268766202418,3.1609473221462667
409,8,1.1315483547250675,7.898667757555959,6.168898312617905
410,5,0.7361447499286651,1.440494850861838,2.6581854223787924
411,4,1.3687390235054504,2.9557381170893953,1.5777008280008762
412,5,2.328082993127798,8.434682852324642,1.5562230407570705
413,7,0.2252850973921597,0.09917010831400656,1.9539608568876994
414,6,1.1914325129505174,7.370062459717702,5.191971187283832
415,2,0.42560566600436894,0.21011583823756438,1.1599626037307023
416,6,2.0282868039963753,14.393098061283341,3.49861016788798
417,4,1.4647652973469865,3.7495441035517043,1.7476013911241428
418,6,1.8975743949501034,15.620665992725291,4.338123615623831
419,2,4.441813400158034,22.35523583038302,1.1330749434916012
420,2,0.5881618069565439,0.8536061016864089,2.4675381254266893
421,4,1.362582684431596,9.65936344228979,5.2026280218525685
422,6,1.8778535083088344,6.151166874077152,1.7443518467823387
423,2,2.9041749240854426,15.821219932422004,1.8758340951218875
424,2,0.5794720652514669,0.38026782406078447,1.1324644308034113
425,5,4.041032779410747,23.265488828994123,1.4247131580768604
426,5,1.2889494645022308,1.7596020496376823,1.0591139256372322
427,8,1.2468129437042144,2.368995704877589,1.523918245785028
428,3,1.917224886082531,7.401805159281327,2.0136849933639915
429,5,0.5953590771496723,0.541678452937995,1.5282119854566287
430,3,1.0585211536669865,2.9264019203894405,2.6117697663800796
431,5,0.49935440154207666,0.2866630559105311,1.1496190762205285
432,4,0.5971951829832357,3.1725365373184213,8.89557530283567
433,3,0.883340950739967,1.5179459706498504,1.9453582227607134
434,7,2.355300188710282,9.110612840257467,1.6423096990965853
435,3,0.7213013701210562,0.6415727737192168,1.2331400735839044
436,2,1.1961552546862952,1.4574158651851747,1.0186110612911319
437,8,1.7468984851811904,11.317401886048742,3.7086120210414855
438,5,0.7551949928584066,0.7425566347379013,1.3020011842020482
439,4,0.7360805827371912,0.9915291801696356,1.8300155361850259
440,5,4.322105391000046,26.893575957630535,1.4396530700398744
441,6,1.727857814013504,5.360622196227453,1.795557004741855
442,2,1.5521893410206204,3.1542702537606786,1.3092105816017345
443,6,0.8667965743784565,1.1364451381794245,1.5125651936836644
444,4,0.48987634586263806,0.3344462207884942,1.393648826795983
445,6,0.45164165955916813,0.7416558568858427,3.6359210264323454
446,7,1.6318237280490766,4.05287998595598,1.5220091240155176
447,3,1.9662961457710393,7.513264226397633,1.943259531255837
448,6,1.6856820500398149,7.086242278258348,2.4938175231074764
449,4,2.0677218356960347,7.350773153053803,1.719288635197319
450,2,2.531917145756862,15.419681586129787,2.4053397378268286
451,5,0.4191179424804926,0.3296491852171174,1.8766336517027926
452,8,1.0487389156115894,6.197564188925079,5.634900686305601
453,6,2.665720040419181,15.084476321019382,2.122761311326036
454,2,2.500367402581953,16.374907776792067,2.619215342534479
455,5,2.8055817472445668,21.074057786225282,2.677332511308105
456,2,0.9647823868146665,1.216851154951546,1.3073104296574583
457,8,1.0425925831283238,3.8650064196937373,3.5556659876654217
458,8,1.1503637732844587,5.128881080023296,3.87571859094004
459,7,1.686025270416959,4.129717127864824,1.4527542201101546
460,2,6.458669347873932,41.79792914274097,1.002002171385977
461,5,2.952676602533895,18.469607316186558,2.118487455381656
462,4,0.4684605116186382,1.1986834547776457,5.46208600437006
